,isbn10,authors,title,category_id,lang,year,rating-avg,category_name
33470,1099584566,[44648],Time Management : Proven Tips and Tricks to Master the Art of Time Management Used by Highly Successful People,2802,en,2019,,Personal Development
33471,1642500232,[44650],"Wishwork : Make a Wish, Do the Work, and Watch It Come True",2802,en,2019,4.33,Personal Development
33472,1387869426,[44651],300 powerful quotes from top motivators Tony Robbins Zig Ziglar Robert Kiyosaki John Maxwell ... to lift you up.,2802,en,2018,,Personal Development
33473,1634503554,[44659],365 Games & Puzzles to Keep Your Mind Sharp,2802,en,2015,3.25,Personal Development
33474,1550025252,[44665],"500 Years of New Words : the fascinating story of how, when, and why these words first entered the English language",2802,en,2004,3.83,Personal Development
33475,1119658543,[44667],Your 168 : Finding Purpose and Satisfaction in a Values-Based Life,2802,en,2020,,Personal Development
33476,1544508220,[44691],Tiny Little Boxes : How to Cope with Existential Dread by Way of Ice Cream and Other Means,2802,en,2020,4.0,Personal Development
33477,982605978,[44693],50 Tips to Help Students Succeed : Develop Your Student's Time-Management and Executive Skills for Life,2802,en,2014,4.0,Personal Development
33478,310357578,"[7998, 44701]",A Better Life : Slowing Down to Get Ahead,2802,en,2020,5.0,Personal Development
33479,1621060578,[44703],Unfuck Your Work : Makin Paper without Losing Your Mind or Selling Your Soul,2802,en,2018,5.0,Personal Development
33480,446699640,[44708],8 Steps to Create the Life You Want : The Anatomy of a Successful Life,2802,en,2009,4.29,Personal Development
33481,62467204,[44712],Life's Golden Ticket : A Story About Second Chances [Large Print],2802,en,2016,3.98,Personal Development
33482,1401951864,[35722],10 Secrets for Success and Inner Peace,2802,en,2016,4.28,Personal Development
33483,1841883026,[4155],Success Affirmations : 52 Weeks for Living a Passionate and Purposeful Life,2802,en,2017,4.07,Personal Development
33484,198482080X,[44722],How To Skimm Your Life,2802,en,2019,3.54,Personal Development
33485,1784521604,[44723],Gorgeous! : How to look and feel fantastic every day,2802,en,2019,,Personal Development
33486,1530227674,"[44724, 44725]","2 Minutes Or Less : Retrain your brain to reclaim your time, spaces, and life...2 minutes at a time!",2802,en,2016,,Personal Development
33487,1937944107,[44726],21 Ways to Manage the Stuff that Sucks Up Your Time,2802,en,2012,3.6,Personal Development
33488,1999809106,"[44740, 44741]",The Expansion Game 2017 : Transform your fear into brilliance,2802,en,2017,,Personal Development
33489,593189787,[44799],"The Feeling Good Handbook : The Groundbreaking Program with Powerful New Techniques and Step-By-Step Exercises to Overcome Depression, Conquer Anxiety, and Enjoy Greater Intimacy",2802,en,2020,,Personal Development
33490,1721400125,[44983],200+ Ways to Protect Your Privacy : Simple Ways to Prevent Hacks and Protect Your Privacy--On and Offline,2802,en,2019,3.52,Personal Development
33491,760367221,[44985],100% Unofficial Apex Legends Essential Guide,2802,en,2019,3.0,Personal Development
33492,464371694,[44990],Blank Recipe Books To Write In : Make Your Own Family Cookbook - My Best Recipes And Blank Recipe Book Journal,2802,en,2020,,Personal Development
33493,1721130705,[45435],"Address book : Address book size 7.5x9.25 inch, 110 page, 3 entries per page, Large room for writing in. Record names, address, home, mobile number, email address and necessary note.",2802,en,2018,,Personal Development
33494,62797069,[46324],#DoNotDisturb,2802,en,2018,3.67,Personal Development
33495,8375618659,[46352],Przywodztwo w erze cyfrowej,2802,pl,2018,,Personal Development
33496,1670330648,[19455],coloring books for girls : The Coloring Pages for Easy and Funny Learning for Toddlers and Preschool Kids,2802,en,2019,,Personal Development
33497,736918469,[47367],"500 Time-saving Hints for Every Woman : Helpful Tips for Your Home, Family, Shopping, and More",2802,en,2006,3.71,Personal Development
33498,464084520,[47408],Notebook,2802,en,2019,,Personal Development
33499,1983811106,[47478],31 Days to Survival : A Complete Plan for Emergency Preparedness,2802,en,2018,,Personal Development
33500,578416069,[47542],"21st Century Privacy War : Privacy science that saves families hundreds to millions of dollars, their employer's reputation and even their lives",2802,en,2019,,Personal Development
33501,986421413,"[47595, 47596]",50 Shades of Organizing...Your Life,2802,en,2015,4.0,Personal Development
33502,1643543555,[47691],Surviving a Virus Plague,2802,en,1979,,Personal Development
33503,1785043498,[42237],Spark Joy : An Illustrated Guide to the Japanese Art of Tidying,2802,en,2020,3.88,Personal Development
33504,1989733158,[38564],Mom Thanks To You Notebook : Best Mom Ever Lined Journal Book,2802,en,2020,,Personal Development
33505,526657278,[48054],The Direct Forefathers and All the Descendants of Richardson Sands,2802,en,2019,,Personal Development
33506,1646721640,[56],16th Century Map of Jerusalem - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2020,,Personal Development
33507,595359574,"[49453, 49454]",29 Days to a Smooth Move : 2nd Edition,2802,en,2005,3.0,Personal Development
33508,464076463,[49483],People I Want To Punch In The Throat,2802,en,2019,,Personal Development
33509,1010252690,"[49492, 49493]",United States Notes,2802,en,2019,,Personal Development
33510,1475141300,[49550],"2012 Airsoft Technology Self-Paced Training Series : Introduction to AK EBB AEG: Learn the basic power upgrade elements, with coverage on FET",2802,en,2012,,Personal Development
33511,1646721675,[56],1914 Map of Yellowstone National Park - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2020,,Personal Development
33512,1646721799,[56],1800 Map of Kentucky - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2020,,Personal Development
33513,1646720644,[56],1635 Map of North America and South America - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2019,,Personal Development
33514,164672061X,[56],1720 Map of South America and North America - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2019,,Personal Development
33515,1646721896,[56],1806 Map of Tennessee - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2020,,Personal Development
33516,1646720369,[56],1777 Map of Philadelphia and Parts Adjacent - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2019,,Personal Development
33517,1646721470,[56],1656 Map of Central America - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2019,,Personal Development
33518,1646721608,[56],"1885 Bird's-Eye-View Map of Alma, Michigan - A Poetose Notebook / Journal / Diary (50 pages/25 sheets)",2802,en,2020,,Personal Development
33519,1646721810,[56],1894 Map of Nevada - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2020,,Personal Development
33520,1646721853,[56],1796 Map of Vermont - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2020,,Personal Development
33521,1646721500,[56],1903 Map of Coconino County and Grand Canyon National Park in Arizona - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2019,,Personal Development
33522,1646721519,[56],1608 Map of Mexico - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2019,,Personal Development
33523,1646721462,[56],1776 Projection of the Western Hemisphere of the Earth on a Plane - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2019,,Personal Development
33524,164672125X,[56],"1873 Map of Central Park in Manhattan, New York City - A Poetose Notebook / Journal / Diary (50 pages/25 sheets)",2802,en,2019,,Personal Development
33525,684869055,"[49627, 49628]",The 8 Traits Of Champion Golfers : How To Develop The Mental Game Of A Pro,2802,en,2001,4.0,Personal Development
33526,1478394331,[49550],2012 Airsoft Technology Self-Paced Training Series Assembling a M4 Airsoft AEG : Learn how to build a M4 airsoft AEG from ground zero!,2802,en,2012,,Personal Development
33527,1475125720,[49550],2012 Airsoft Technology Self-Paced Training Series : Introduction to M4 Aeg Metal Body & Gearbox Replacement,2802,en,2012,,Personal Development
33528,1479245771,[49550],2012 Airsoft Technology Self-Paced Training Series Assembling an Airsoft GBB Gearbox : Learn how to assemble and maintain an AK GBB Gearbox,2802,en,2012,5.0,Personal Development
33529,1496128362,[49731],"114 Estrategias, Tacticas Mentales y Ejercicios de Tenis : Mejore su juego en 10 dias",2802,es,2014,3.25,Personal Development
33530,1478394382,[49550],2012 Airsoft Technology Self-Paced Training Series Assembling a M4 Airsoft AEG CQB Rifle : Learn how to build a M4 airsoft AEG from ground zero!,2802,en,2012,,Personal Development
33531,1635313171,[38040],"36 Recettes de repas pour vous aider a prevenir les caries, la maladie des gencives, la perte des dents, et le cancer de la bouche : La solution toute naturelle a vos problemes bucco-dentaires",2802,fr,2017,,Personal Development
33532,1941525628,[49731],"48 Insalate Ad Alto Contenuto Proteico Per Bodybuilders : Incrementa I Muscoli, Non Il Grasso, Senza Siero del Latte, Latte O Integratori Proteici Sintetici",2802,it,2016,,Personal Development
33533,1941525644,[49731],45 Pasti Con Proteine del Latte Per Sollevatori Di Pesi : Incrementa I Muscoli in 4 Settimane Senza Pillole O Frullati,2802,it,2016,,Personal Development
33534,1941525598,[49731],50 Ricette Per Dolci Proteici Per Il Controllo del Peso : Accelera L'Incremento Della Massa Muscolare Senza Pillole O Supplementi Di Creatina,2802,it,2016,,Personal Development
33535,1635310156,[49731],"185 Essens-und Shakerezepte fur Gewichtheber, die dich unglaublich aussehen lassen : Erhalte einen geformten und muskuloesen Koerper in der Halfte der Zeit!",2802,de,2016,,Personal Development
33536,1635310822,[49731],32 Estrategias de tenis para el juego de hoy : !Las 32 estrategias mas valiosas que alguna vez aprendera!,2802,es,2016,3.0,Personal Development
33537,1635310814,[49731],54 Ejercicios de Tenis para el juego de hoy : Mejore su consistencia y fuerza,2802,es,2016,,Personal Development
33538,1635310040,[49731],185 Bodybuilding Meal and Shake Recipes to Make You Look Incredible : Create a sculpted and ripped body in half the time!,2802,en,2016,,Personal Development
33539,1635310385,[49731],95 Ricette di pasti e frullati per Bodybuilder per aumentare la massa muscolare : Meno lavoro e risultati piu veloci,2802,it,2016,,Personal Development
33540,163531027X,[49731],40 Recetas de Perdida de Peso para un Estilo de Vida Ocupado : La Solucion para Tratar la Obesidad,2802,es,2016,,Personal Development
33541,1503024342,[49731],"114 Strategie del Tennis, Tattiche Mentali, ed Esercizi : Migliora il tuo gioco in 10 giorni",2802,it,2014,3.25,Personal Development
33542,1635313163,[38040],36 Recettes de repas pour les personnes qui ont une perte d'appetit : Tous les aliments naturels qui regorgent d'elements nutritifs pour vous aider a avoir plus faim et ameliorer votre appetit,2802,fr,2017,4.0,Personal Development
33543,241451310,[49897],Head in the Game : A Sports Psychotherapist Takes Us Inside the Dressing Room,2802,en,2021,,Personal Development
33544,198425457X,[49731],"114 Strategien, Mentale Taktiken Und UEbungen Furs Tennis : Verbessere Dein Spiel In 10 Tagen",2802,de,2018,3.25,Personal Development
33545,198501694X,[49731],"12 Secrets de tennis pour gagner plus! : ""Ce que vous devez faire et de travailler sur pour gagner tout le temps!""",2802,fr,2018,,Personal Development
33546,1985020009,[49731],"114 Strategie del Tennis, Tattiche Mentali, ed Esercizi : Migliora il tuo gioco in 10 giorni",2802,it,2018,3.25,Personal Development
33547,595431313,[49976],101 Steps to Win the World Cup : An introduction to how to play and coach A world class soccer (Football) team,2802,en,2007,,Personal Development
33548,1494990334,[49731],32 Estrategias de tenis para el juego de hoy : !Las 32 estrategias mas valiosas que alguna vez aprendera!,2802,es,2014,3.0,Personal Development
33549,1984210165,[49731],32 Estrategias de tenis para el juego de hoy : !Las 32 estrategias mas valiosas que alguna vez aprendera!,2802,es,2018,,Personal Development
33550,1984208993,[49731],54 Ejercicios de Tenis para el juego de hoy : Mejore su consistencia y fuerza,2802,es,2018,,Personal Development
33551,1635310288,[49731],50 Batidos de Fisicoculturismo para Aumentar la Masa Muscular : Alto contenido de proteina en cada batido,2802,es,2016,,Personal Development
33552,1635310571,[49731],12 Secrets de tennis pour gagner plus! : Ce que vous devez faire et de travailler sur pour gagner tout le temps!,2802,fr,2016,,Personal Development
33553,1941525237,[49731],"60 Recipes for Protein Snacks for Weightlifters : Speed Up Muscle Growth Without Pills, Creatine Supplements, or Anabolic Steroids",2802,en,2016,,Personal Development
33554,1635310202,[49731],50 Recettes de Shakes Pour la Musculation : Des shakes a haute teneur en proteines,2802,fr,2016,,Personal Development
33555,1941525601,[49731],50 Ricette Di Barrette Proteiche Fatte in Casa Per Bodybuilders : Crea Piu Muscoli Naturalmente Senza L'Uso Di Supplementi Di Creatina O Steroidi Anabolizzanti,2802,it,2016,,Personal Development
33556,194152558X,[49731],"60 Ricette Di Frullati Proteici Per Sollevatori Di Pesi : Velocizza Lo Sviluppo Dei Muscoli Senza Pillole, Supplementi Di Creatina O Steroidi Anabolizzanti",2802,it,2016,,Personal Development
33557,1941525709,[49731],"60 Recetas de Aperitivos Proteicos Para Levantadores de Pesas : Acelere El Crecimiento Muscular Sin Pastillas, Suplementos de Creatina O Esteroides Anabolicos",2802,es,2016,,Personal Development
33558,1941525768,[49731],50 Recetas de Barras Proteicas Caseras Para Fisicoculturistas : Genere Mas Musculo Naturalmente Sin Usar Suplementos de Creatina O Esteroides Anabolicos,2802,es,2016,,Personal Development
33559,1941525741,[49731],"48 Ensaladas Altas En Proteinas Para Fisicoculturistas : Gane Musculo y No Grasa Sin Suero, Leche O Suplementos Proteicos Sinteticos",2802,es,2016,,Personal Development
33560,1909623792,"[50165, 50166]",10 Secrets to Sporting Success : Professionals reveal their mind training secrets,2802,en,2015,,Personal Development
33561,1010461451,"[50169, 50170]",The True Enjoyment of Angling,2802,en,2019,,Personal Development
33562,1941525733,[49731],50 Recetas Para Postres Proteicos Para El Entrenamiento Con Pesas : Acelere El Crecimiento de Masa Muscular Sin Pastillas O Suplementos de Creatina,2802,es,2016,,Personal Development
33563,1941525571,[49731],70 Pasti Paleo Ad Alto Contenuto Proteico : Ricette Ad Alto Contenuto Proteico Senza Supplementi O Pillole Per Aumentare La Massa Muscolare,2802,it,2016,,Personal Development
33564,1941525377,[49731],45 Repas Avec de La Proteine de Lactoserum Pour Halterophiles : Gagner Plus de Muscles En 4 Semaines Sans Pilules Ou Shakes,2802,fr,2016,,Personal Development
33565,1941525725,[49731],51 Cenas Para Fisicoculturistas Altos En Proteina : Incremente El Musculo Rapido Sin Pastillas O Suplementos Proteicos,2802,es,2016,,Personal Development
33566,1941525288,[49731],48 Bodybuilder Lunch Meals High in Protein : Increase Muscle Fast Without Pills or Protein Bars,2802,en,2016,,Personal Development
33567,1941525253,[49731],45 Protein Meals for Weightlifters : Gain More Muscle in 4 Weeks Without Pills or Shakes,2802,en,2016,,Personal Development
33568,1941525962,[49731],50 Bodybuilder Shakes to Increase Muscle Mass : High Protein Content in Every Shake,2802,en,2016,,Personal Development
33569,1635310296,[49731],50 Jugos Para Adelgazar : !Luce mas delgado en 10 dias o menos!,2802,es,2016,,Personal Development
33570,1635310733,[49731],"114 Strategie del Tennis, Tattiche Mentali, ed Esercizi : Migliora il tuo gioco in 10 giorni",2802,it,2016,3.25,Personal Development
33571,1941525636,[49731],48 Pranzi Per Bodybuilder Ad Alto Contenuto Proteico : Incrementa Velocemente La Massa Muscolare Senza Pillole O Barrette Proteiche,2802,it,2016,,Personal Development
33572,1984209981,[49731],"12 Secretos Para Ganar Mas Jugando al Tenis! : ""Lo que deberias estar haciendo y en que deberias estar trabajando para ganar todo el tiempo!""",2802,es,2018,,Personal Development
33573,198501761X,[49731],32 Strategies pour le tennis d'aujourd'hui : Les 32 pertinentes strategies de tennis que vous devez savoir,2802,fr,2018,,Personal Development
33574,194152575X,[49731],"44 Batidos Proteicos Caseros Para Fisicoculturistas : Incremente El Desarrollo Muscular Sin Pastillas, Suplementos de Creatina O Esteroides Anabolicos",2802,es,2016,,Personal Development
33575,1941525989,[49731],50 Muscle Building Shake Recipes for Weightlifting : High Protein Content in Every Shake,2802,en,2016,,Personal Development
33576,1635310148,[49731],95 Essens- und Shakerezepte fur Gewichtheber um Muskelwachstum zu steigern,2802,de,2016,,Personal Development
33577,163531013X,[49731],90 Essens- und Saftrezepte um abzunehmen und sich noch heute vom Fett zu befreien : Die Loesung um Fett schnell zu verbrennen!,2802,de,2016,,Personal Development
33578,1941525407,[49731],48 Repas Pour Dejeuners de Culturistes Riches En Proteines : Augmenter La Masse Musculaire Rapidement Sans Pilules Ou Barres de Proteines,2802,fr,2016,,Personal Development
33579,1495262901,[49731],32 Strategies pour le tennis d'aujourd'hui : Les 32 pertinentes strategies de tennis que vous devez savoir,2802,fr,2014,3.0,Personal Development
33580,1646721373,[56],"1891 Los Angeles, CA., population of city and environs 65,000 - A Poetose Notebook / Journal / Diary (50 pages/25 sheets)",2802,en,2019,,Personal Development
33581,1646721195,[56],"1889 Map of Staten Island, Richmond County, State of New York - A Poetose Notebook / Journal / Diary (50 pages/25 sheets)",2802,en,2019,,Personal Development
33582,1646720717,[56],1874 Map of London - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2019,,Personal Development
33583,1646720318,[56],18th Century Map of Philadelphia and Vicinity - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2019,,Personal Development
33584,1646720113,[56],"1807 plan of London, Westminster, and Southwark - A Poetose Notebook / Journal / Diary (50 pages/25 sheets)",2802,en,2019,,Personal Development
33585,1646720407,[56],18th Century Map of New Hampshire - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2019,,Personal Development
33586,164672030X,[56],"1886 Bird's Eye View Map of Amherst, Massachusetts - A Poetose Notebook / Journal / Diary (50 pages/25 sheets)",2802,en,2019,,Personal Development
33587,1945366656,[56],"1892 Map of Cambridge and Somerville, Massachusetts - A Poetose Notebook / Journal / Diary (100 pages/50 sheets)",2802,en,2019,,Personal Development
33588,1945366060,[56],1890 Map of the United States showing density of population - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2019,,Personal Development
33589,1945366982,[56],"1890-1895 Map of Oakland, Berkeley, Brooklyn, and Alameda - A Poetose Notebook / Journal / Diary (100 pages/50 sheets)",2802,en,2019,,Personal Development
33590,1945366435,[56],"1868 Railroad Map of the City of San Francisco, California - A Poetose Notebook / Journal / Diary (100 pages/50 sheets)",2802,en,2019,,Personal Development
33591,194536629X,[56],1921 Freight Map of the Metropolitan District of New York and its Vicinity - A Poetose Notebook / Journal / Diary (100 pages/50 sheets),2802,en,2019,,Personal Development
33592,1646721772,[56],1780 Map of Georgia and South Carolina - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2020,,Personal Development
33593,1646721764,[56],1879 Map of Florida - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2020,,Personal Development
33594,1646721705,[56],1866 Map of Arkansas - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2020,,Personal Development
33595,1646721691,[56],"1832 Map of Alabama, Mississippi, and Louisiana - A Poetose Notebook / Journal / Diary (50 pages/25 sheets)",2802,en,2020,,Personal Development
33596,1646721888,[56],1889 Map of Oregon - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2020,,Personal Development
33597,1774371596,[5207],Large 8.5 x 11 Dotted Bullet Journal (Black #1) Hardcover - 245 Numbered Pages,2802,en,2019,,Personal Development
33598,1646721454,[56],1762 Map of South America and North America - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2019,,Personal Development
33599,1646720830,[56],1877 Map of London - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2019,,Personal Development
33600,1646720938,[56],1911 Bird's Eye View Map of New York City - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2019,,Personal Development
33601,1646720865,[56],"1906 Map of the City of Portland, Maine - A Poetose Notebook / Journal / Diary (50 pages/25 sheets)",2802,en,2019,,Personal Development
33602,1646720814,[56],1806 Map of Connecticut - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2019,,Personal Development
33603,1646720911,[56],1573 Map of Northern Africa - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2019,,Personal Development
33604,1646720008,[56],"1914 Panoramic view of the Mount Rainier National Park, Washington - A Poetose Notebook / Journal / Diary (50 pages/25 sheets)",2802,en,2019,,Personal Development
33605,1945366974,[56],"1887 Map of New Bedford, Massachusetts - A Poetose Notebook / Journal / Diary (100 pages/50 sheets)",2802,en,2019,,Personal Development
33606,1945366850,[56],"1870 plan of Paris and its surroundings, showing all fortifications - A Poetose Notebook / Journal / Diary (100 pages/50 sheets)",2802,en,2019,,Personal Development
33607,1945366966,[56],1878 Map of Berkeley - A Poetose Notebook / Journal / Diary (100 pages/50 sheets),2802,en,2019,,Personal Development
33608,1945366427,[56],1888 Map of Oakland - A Poetose Notebook / Journal / Diary (100 pages/50 sheets),2802,en,2019,,Personal Development
33609,1945366567,[56],"1870 Military map of Central Europe, in bold print for tracing the movements of the armies - A Poetose Notebook / Journal / Diary (100 pages/50 sheets)",2802,en,2019,,Personal Development
33610,1945366451,[56],"1889 Map of Staten Island, Richmond County, State of New York - A Poetose Notebook / Journal / Diary (100 pages/50 sheets)",2802,en,2019,,Personal Development
33611,1945366524,[56],"1894 Birds Eye View Map of Los Angeles, California - A Poetose Notebook / Journal / Diary (100 pages/50 sheets)",2802,en,2019,,Personal Development
33612,1945366303,[56],1909 Bird's eye view map of New York and vicinity - A Poetose Notebook / Journal / Diary (100 pages/50 sheets),2802,en,2019,,Personal Development
33613,1945366346,[56],1895 Map of the City of San Francisco - A Poetose Notebook / Journal / Diary (100 pages/50 sheets),2802,en,2019,,Personal Development
33614,1646721942,[56],1806 Map of Vermont - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2020,,Personal Development
33615,1646721934,[56],1893 Map of Utah - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2020,,Personal Development
33616,1646721578,[56],1868 Map of Alaska - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2020,,Personal Development
33617,164672187X,[56],1904 Map of New Mexico - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2020,,Personal Development
33618,1646721845,[56],1894 Map of Oklahoma - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2020,,Personal Development
33619,164672190X,[56],1892 Map of South Dakota - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2020,,Personal Development
33620,1646721721,[56],"1904 Post Route Map of Hawaii, Samoan Islands, and the Island of Guam - A Poetose Notebook / Journal / Diary (50 pages/25 sheets)",2802,en,2020,,Personal Development
33621,1646721446,[56],1917 Map of Honduras - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2019,,Personal Development
33622,1646720679,[56],1660 Map of North America and South America - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2019,,Personal Development
33623,1646720652,[56],17th Century Map of South America and North America - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2019,,Personal Development
33624,1646720687,[56],1662 Map of South America and North America - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2019,,Personal Development
33625,1646720415,[56],1689 Map of Scotland With Roads - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2019,,Personal Development
33626,1646720121,[56],1836 Map of London - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2019,,Personal Development
33627,1646720512,[56],1675 Map of New England - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2019,,Personal Development
33628,1646720490,[56],"1907 Map of Saint Louis, Missouri - A Poetose Notebook / Journal / Diary (50 pages/25 sheets)",2802,en,2019,,Personal Development
33629,1646720504,[56],"1900 Map of Southeast Asia Including China, Laos, Cambodia, Vietnam, and Thailand - A Poetose Notebook (50 pages/25 sheets)",2802,en,2019,,Personal Development
33630,1646720326,[56],1778 Map of Philadelphia and Neighborhood - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2019,,Personal Development
33631,1646720261,[56],"1831 Map of Gloucester, Cape Ann - A Poetose Notebook / Journal / Diary (50 pages/25 sheets)",2802,en,2019,,Personal Development
33632,1646720067,[56],18th Century Chart of the Coast of Ireland - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2019,,Personal Development
33633,1646721918,[56],1870s Map of Washington DC - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2020,,Personal Development
33634,1646721829,[56],1887 Map of Minnesota - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2020,,Personal Development
33635,1646721551,[56],1780 map of Connecticut and Rhode Island - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2020,,Personal Development
33636,164672156X,[56],19th Century Map of Isothermal Lines of Alaska - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2020,,Personal Development
33637,1646721535,[56],1885 Map of Boston - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2019,,Personal Development
33638,1646720792,[56],"19th Century Map of San Jose, California - A Poetose Notebook / Journal / Diary (50 pages/25 sheets)",2802,en,2019,,Personal Development
33639,1646720024,[56],"20th century Panoramic View of the Crater Lake National Park, Oregon - A Poetose Notebook / Journal / Diary (50 pages/25 sheets)",2802,en,2019,,Personal Development
33640,1646720474,[56],"1687 Map of England, Scotland, and Ireland - A Poetose Notebook / Journal / Diary (50 pages/25 sheets)",2802,en,2019,,Personal Development
33641,1646720539,[56],1904 Missouri-Illinois Saint Louis Special Map - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2019,,Personal Development
33642,1646720466,[56],"18th century map of the sea coast of England, Scotland, and Ireland - A Poetose Notebook / Journal / Diary (50 pages/25 sheets)",2802,en,2019,,Personal Development
33643,1646720709,[56],1596 Map of the Western Hemisphere - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2019,,Personal Development
33644,1646720601,[56],17th Century Map of Africa - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2019,,Personal Development
33645,1646721683,[56],1863 Map of Eastern Virginia - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2020,,Personal Development
33646,1646721802,[56],1889 Map of Kentucky - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2020,,Personal Development
33647,1646721594,[56],19th Century Map of the United States - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2020,,Personal Development
33648,1646721616,[56],"1845 Map of Ohio, Indiana, Illinois, Michigan, and Wisconsin - A Poetose Notebook / Journal / Diary (50 pages/25 sheets)",2802,en,2020,,Personal Development
33649,1646721497,[56],1897 Map of Arizona - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2019,,Personal Development
33650,1646721004,[56],19th Century Map of Paris - A Poetose Notebook (50 pages/25 sheets),2802,en,2019,,Personal Development
33651,1945366273,[56],1832 Map of the State of New York - A Poetose Notebook / Journal / Diary (100 pages/50 sheets),2802,en,2019,,Personal Development
33652,1646720636,[56],"1829 Map of Brazil, Bolivia, and Peru - A Poetose Notebook / Journal / Diary (50 pages/25 sheets)",2802,en,2019,,Personal Development
33653,1646721926,[56],1869 Map of Virginia and West Virginia - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2020,,Personal Development
33654,1646721748,[56],1574 Map of Florida - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2020,,Personal Development
33655,164672173X,[56],1806 Map of Delaware - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2020,,Personal Development
33656,1646721527,[56],1880 Map of Boston - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2019,,Personal Development
33657,1646720695,[56],1796 Map of South America - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2019,,Personal Development
33658,1646720660,[56],16th Century Map of South America and North America - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2019,,Personal Development
33659,1646721284,[56],"1900 Bird's-Eye-View Map of Oakland, California - A Poetose Notebook / Journal / Diary (50 pages/25 sheets)",2802,en,2019,,Personal Development
33660,164672089X,[56],1879 Map of South Africa - A Poetose Notebook / Journal / Diary (50 pages/25 sheets),2802,en,2019,,Personal Development
