"categories,"category_name"
"333","Fiction Books"
"371","Fiction In Translation"
"2561","Fiction Texts"
"369","Fiction: Special Features"
"3085","Field Sports: Fishing, Hunting, Shooting"
"137","Film Guides & Reviews"
"3252","Film Guides & Reviews"
"141","Film Production: Technical & Background Skills"
"3256","Film Production: Technical & Background Skills"
"136","Film Scripts & Screenplays"
"3251","Film Scripts & Screenplays"
"134","Film Theory & Criticism"
"3249","Film Theory & Criticism"
"138","Film: Styles & Genres"
"3253","Film: Styles & Genres"
"133","Films, Cinema"
"3248","Films, Cinema"
"964","Finance"
"956","Finance & Accounting"
"959","Financial Accounting"
"954","Financial Crises & Disasters"
"2768","Financial Crises & Disasters"
"1228","Financial Law"
"1077","Financial Services Industry"
"1233","Financial Services Law & Regulation"
"1824","Fire Protection & Safety"
"734","Fire Services"
"1435","First Aid & Paramedical Services"
"2773","First Aid For The Home"
"2482","First Experiences"
"2473","First Words"
"1036","Fisheries & Related Industries"
"3001","Fishes & Aquaria"
"1640","Fishes (ichthyology)"
"3086","Fishing, Angling"
"2787","Fitness & Diet"
"1820","Flood Control"
"1767","Flow, Turbulence, Rheology"
"2966","Flower Arranging & Floral Crafts"
"1545","Fluid Mechanics"
"183","Folk & Traditional Music"
"3298","Folk & Traditional Music"
"63","Folk Art"
"154","Folk Dancing"
"3269","Folk Dancing"
"669","Folklore, Myths & Legends"
"1738","Food & Beverage Technology"
"2528","Food & Cookery"
"2858","Food & Drink"
"638","Food & Society"
"1050","Food Manufacturing & Related Industries"
"2583","Food Technology"
"3025","Football (Soccer, Association Football)"
"2544","Football / Soccer (Children's/YA)"
"1389","Forensic Medicine"
"739","Forensic Science"
"1037","Forestry & Related Industries"
"1893","Forestry & Silviculture: Practice & Techniques"
"1672","Forests, Rainforests"
"6","Forgery"
"3060","Formula 1 & Grand Prix"
"2821","Fortune-telling & Divination"
"1778","Fossil Fuel Technologies"
"1504","Fractal Geometry"
"1020","Franchises"
"1182","Freedom Of Expression Law"
"876","Freedom Of Information & Freedom Of Speech"
"1183","Freedom Of Information Law"
"705","Freemasonry & Secret Societies"
"2674","French Revolution"
"1619","Freshwater Biology, Limnology"
"2994","Freshwater Life"
"1492","Functional Analysis & Transforms"
"801","Funding Of Education & Student Finance"
"3346","Funding Of Education & Student Finance"
"2978","Funny Books & Stories"
"2501","Funny Books for Kids"
"1751","Furniture & Furnishings Manufacture"
"102","Furniture Design"
"1518","Fuzzy Set Theory"
"1537","Galaxies & Stars"
"1510","Game Theory"
"1991","Games Development & Programming"
"1916","Games Strategy Guides"
"2924","Garden Design & Planning"
"2922","Gardening Books"
"2938","Gardening With Native Plants"
"2927","Gardening: Flowers"
"2928","Gardening: Growing Fruit & Vegetables"
"2929","Gardening: Herbs"
"2926","Gardening: Plants"
"2931","Gardening: Shrubs & Trees"
"2923","Gardens (descriptions, History Etc)"
"1041","Gas Industries"
"1779","Gas Technology"
"1344","Gastroenterology"
"1405","Gastrointestinal & Colorectal Surgery"
"687","Gay & Lesbian Studies"
"689","Gay Studies (Gay Men)"
"1108","Gender & The Law"
"683","Gender Studies, Gender Groups"
"685","Gender Studies: Men"
"686","Gender Studies: Transsexuals & Hermaphroditism"
"684","Gender Studies: Women"
"1361","Gene Therapy"
"2713","Genealogy"
"2665","Genealogy, Heraldry, Names & Honours"
"2642","General & World History"
"2859","General Cookery"
"377","General Encyclopaedias"
"2516","General Knowledge"
"1299","General Practice"
"2594","General Reference"
"2587","General Study Books"
"1404","General Surgery"
"1723","Genetic Engineering"
"1600","Genetics (non-medical)"
"2677","Genocide & Ethnic Cleansing"
"1660","Geochemistry"
"1681","Geographical Discovery & Exploration"
"1684","Geographical Information Systems (GIS) & Remote Sensing"
"1682","Geographical Maps (specialist)"
"385","Geographical Reference"
"1667","Geography Books"
"1656","Geological Surface Processes (geomorphology)"
"1654","Geology & The Lithosphere"
"1497","Geometry"
"1568","Geophysics"
"869","Geopolitics"
"1360","Geriatric Medicine"
"1425","Geriatric Nursing"
"2850","Ghosts & Poltergeists"
"1699","Global Warming"
"664","Globalization"
"3237","Gnosticism"
"3031","Golf"
"1184","Government Powers"
"50","Graffiti & Street Art"
"274","Grammar & Vocabulary"
"264","Grammar, Syntax"
"48","Graphic Art"
"94","Graphic Design"
"99","Graphic Novel & Manga Artwork"
"2506","Graphic Novels"
"364","Graphic Novels, Anime & Manga"
"2633","Graphic Novels, Anime & Manga"
"374","Graphic Novels: History & Criticism"
"366","Graphic Novels: Literary & Memoirs"
"2635","Graphic Novels: Literary & Memoirs"
"365","Graphic Novels: Manga"
"2634","Graphic Novels: Manga"
"367","Graphic Novels: Superheroes"
"2636","Graphic Novels: Superheroes"
"368","Graphic Novels: True Stories & Non-fiction"
"2637","Graphic Novels: True Stories & Non-fiction"
"1938","Graphical & Digital Media Applications"
"1995","Graphics Programming"
"2827","Graphology"
"1670","Grasslands, Heaths, Prairies, Tundra"
"1548","Gravity"
"2925","Greenhouses, Conservatories, Patios"
"2961","Greeting Cards"
"3057","Greyhound Racing"
"1953","Grid & Parallel Computing"
"1485","Groups & Group Theory"
"3100","Guidebooks"
"207","Guitar"
"3322","Guitar"
"2693","Gulf War"
"3052","Gymnastics"
"1356","Gynaecology & Obstetrics"
"1332","HIV / AIDS"
"656","HIV / AIDS: Social Aspects"
"1341","Haematology"
"2559","Hand Writing"
"2530","Handicrafts"
"1839","Hazardous Waste Treatment & Disposal"
"1899","Health & Safety Aspects Of Computing"
"2863","Health & Wholefood Cookery"
"2770","Health Books"
"950","Health Economics"
"2764","Health Economics"
"1296","Health Psychology"
"1298","Health Systems & Services"
"1783","Heat Transfer Processes"
"1825","Heating, Lighting, Ventilation"
"1728","Heavy Chemicals"
"193","Heavy Metal Music"
"3308","Heavy Metal Music"
"1345","Hepatology"
"1329","Hereditary Diseases & Disorders"
"1052","Hi-tech Manufacturing Industries"
"814","Higher & Further Education, Tertiary Education"
"3359","Higher & Further Education, Tertiary Education"
"1822","Highway & Traffic Engineering"
"3187","Hindu Books"
"3190","Hindu Sacred Texts"
"693","Hispanic & Latino Studies"
"1309","Histology"
"2504","Historical"
"260","Historical & Comparative Linguistics"
"343","Historical Adventure"
"338","Historical Crime"
"2619","Historical Crime"
"362","Historical Fiction"
"2668","Historical Geography"
"1657","Historical Geology"
"3135","Historical Jesus"
"2669","Historical Maps & Atlases"
"360","Historical Romance"
"2632","Historical Romance"
"2641","Historiography"
"2564","History Books for Kids"
"124","History Of Architecture"
"1719","History Of Engineering & Technology"
"105","History Of Fashion"
"639","History Of Ideas"
"1519","History Of Mathematics"
"1305","History Of Medicine"
"2651","History Of Other Lands"
"3133","History Of Religion"
"1531","History Of Science"
"2649","History Of The Americas"
"2723","History Of Western Philosophy"
"2652","History: Earliest Times To Present Day"
"2662","History: Specific Events & Topics"
"2640","History: Theory & Methods"
"2219","Hobby and Gaming Books"
"3032","Hockey"
"2678","Holocaust"
"2776","Home Nursing & Caring"
"2921","Home Renovation & Extension"
"645","Homelessness"
"2834","Homoeopathy"
"350","Horror"
"2624","Horror"
"2494","Horror & Ghost"
"3055","Horse Racing"
"3002","Horses & Ponies"
"1894","Horticulture"
"1333","Hospital Infections"
"1073","Hospitality Industry"
"1872","Hotel & Catering Trades"
"3105","Hotel & Holiday Accommodation Guides"
"2932","House Plants"
"1750","Household Appliances Manufacture"
"2920","Household Hints"
"117","Houses, Apartments, Flats, Etc"
"2808","Housing & Property For The Individual - Buying/selling & Legal Aspects"
"1250","Housing Law"
"1648","Human Biology"
"71","Human Figures Depicted In Art"
"1676","Human Geography"
"1321","Human Growth & Development"
"1317","Human Reproduction, Growth & Development"
"874","Human Rights"
"1180","Human Rights & Civil Liberties Law"
"2075","Human-computer Interaction"
"755","Humanistic Psychology"
"2984","Humour Collections & Anthologies"
"3087","Hunting Or Shooting Animals & Game"
"1817","Hydraulic Engineering"
"1766","Hydraulics & Pneumatics"
"1618","Hydrobiology"
"1662","Hydrology & The Hydrosphere"
"779","Hypnosis"
"1236","IT & Communications Law"
"2584","IT & Computing"
"3084","Ice Hockey"
"3083","Ice-skating"
"654","Illness & Addiction: Social Aspects"
"97","Illustration"
"96","Illustration & Commercial Art"
"1944","Illustration & Drawing Software"
"2072","Image Processing"
"1860","Imaging Systems & Technology"
"1178","Immigration Law"
"1337","Immunology"
"1530","Impact Of Science & Technology On Society"
"790","Inclusive Education / Mainstreaming"
"3335","Inclusive Education / Mainstreaming"
"812","Independent Schools, Private Education"
"3357","Independent Schools, Private Education"
"10","Indigenous Art"
"694","Indigenous Peoples"
"132","Individual Actors & Performers"
"3247","Individual Actors & Performers"
"109","Individual Architects & Architectural Firms"
"69","Individual Artists, Art Monographs"
"198","Individual Composers & Musicians, Specific Bands & Groups"
"3313","Individual Composers & Musicians, Specific Bands & Groups"
"93","Individual Designers"
"135","Individual Film Directors, Film-makers"
"3250","Individual Film Directors, Film-makers"
"82","Individual Photographers"
"92","Industrial / Commercial Art & Design"
"1526","Industrial Applications Of Scientific Research & Technological Innovation"
"1095","Industrial Arbitration & Negotiation"
"2707","Industrial Archaeology"
"1726","Industrial Chemistry"
"1725","Industrial Chemistry & Manufacturing Technologies"
"822","Industrial Or Vocational Training"
"3367","Industrial Or Vocational Training"
"1772","Industrial Quality Control"
"1092","Industrial Relations"
"1091","Industrial Relations & Safety"
"2666","Industrialisation & Industrial History"
"1033","Industry & Industrial Studies"
"1330","Infectious & Contagious Diseases"
"1319","Infertility & Fertilization"
"2078","Information Architecture"
"2017","Information Retrieval"
"1087","Information Technology Industries"
"400","Information Theory"
"1578","Inorganic Chemistry"
"1731","Insecticide & Herbicide Technology"
"1638","Insects (entomology)"
"55","Installation Art"
"414","Institutions & Learned Societies: General"
"2721","Institutions & Learned Societies: General"
"1715","Instruments & Instrumentation Engineering"
"973","Insurance & Actuarial Studies"
"1234","Insurance Law"
"1494","Integral Calculus & Equations"
"1918","Integrated Software Packages"
"1238","Intellectual Property Law"
"773","Intelligence & Reasoning"
"1854","Intelligent & Automated Transport System Technology"
"1382","Intensive Care Medicine"
"1423","Intensive Care Nursing"
"407","Interdisciplinary Studies"
"2714","Interdisciplinary Studies"
"3125","Interfaith Relations"
"2796","Intergenerational Relationships"
"2912","Interior Design, Decor & Style Guides"
"1718","Intermediate Technology"
"1142","International Arbitration"
"986","International Business"
"1141","International Courts & Procedures"
"1133","International Criminal Law"
"1125","International Economic & Trade Law"
"943","International Economics"
"2757","International Economics"
"1128","International Environmental Law"
"944","International Finance"
"2758","International Finance"
"1129","International Human Rights Law"
"1130","International Humanitarian Law"
"870","International Institutions"
"1117","International Law"
"1123","International Law Of Territory & Statehood"
"1134","International Law Of Transport, Communications & Commerce"
"1143","International Law Reports"
"1137","International Maritime Law"
"1131","International Organisations & Institutions"
"865","International Relations"
"1135","International Space & Aerospace Law"
"945","International Trade"
"2759","International Trade"
"1088","Internet & WWW Industries"
"1908","Internet Browsers"
"1903","Internet Guides & Online Services"
"1905","Internet Searching"
"1720","Inventions & Inventors"
"970","Investment & Securities"
"1127","Investment Treaties & Disputes"
"2695","Iraq War"
"897","Irregular Or Guerrilla Forces & Warfare"
"1879","Irrigation"
"2733","Islamic & Arabic Philosophy"
"2574","Islamic Books for Kids"
"1104","Islamic Law"
"3191","Islamic Story & History Books"
"702","Islamic Studies"
"184","Jazz"
"3299","Jazz"
"2954","Jewellery & Beadcraft"
"3197","Jewish Books"
"701","Jewish Studies"
"2470","Jigsaw Books"
"2538","Jokes & Humour"
"2981","Jokes & Riddles"
"250","Journalistic Style Guides"
"3199","Judaism: Life & Practice"
"3200","Judaism: Sacred Texts"
"3201","Judaism: Theology"
"1147","Judicial Powers"
"1186","Judicial Review"
"1098","Jurisprudence"
"1099","Jurisprudence & Philosophy Of Law"
"1197","Juvenile Criminal Law"
"748","Juvenile Offenders"
"204","Keyboard Instruments"
"3319","Keyboard Instruments"
"2579","Kids’ Chemistry Books"
"2573","Kids’ Jewish Books"
"2463","Kit Books"
"2948","Knitting & Crochet"
"997","Knowledge Management"
"3194","Koran"
"2691","Korean War"
"936","Labour Economics"
"2750","Labour Economics"
"2946","Lace & Lacemaking"
"3033","Lacrosse"
"1245","Land & Real Estate Law"
"896","Land Forces & Warfare"
"1821","Land Reclamation & Drainage"
"877","Land Rights"
"1247","Landlord & Tenant Law"
"2704","Landscape Archaeology"
"122","Landscape Art & Architecture"
"2936","Landscape Gardening"
"258","Language Acquisition"
"277","Language Learning: Audio-visual & Multimedia"
"278","Language Learning: Specific Skills"
"3111","Language Phrasebooks"
"3387","Language Phrasebooks"
"275","Language Readers"
"276","Language Self-study Texts"
"271","Language Teaching & Learning (other Than ELT)"
"273","Language Teaching & Learning Material & Coursework"
"272","Language Teaching Theory & Methods"
"252","Language: History & General Works"
"241","Language: Reference & General"
"1859","Laser Technology & Holography"
"1097","Law"
"1107","Law & Society"
"1262","Law & The Elderly"
"1115","Law As It Applies To Other Professions"
"2805","Law For The Lay Person"
"1124","Law Of The Sea"
"1278","Law: Study & Revision Guides"
"1144","Laws Of Specific Jurisdictions"
"771","Learning"
"1742","Leather & Fur Technology"
"1901","Legal Aspects Of Computing"
"1114","Legal Ethics & Professional Conduct"
"1116","Legal History"
"1113","Legal Profession: General"
"1110","Legal Skills & Practice"
"1145","Legal System: General"
"1277","Legislation"
"688","Lesbian Studies"
"2964","Lettering & Calligraphy"
"267","Lexicography"
"847","Liberalism & Centre Democratic Ideologies"
"388","Library & Information Sciences"
"393","Library & Information Services"
"389","Library, Archive & Information Management"
"1594","Life Sciences: General Issues"
"1556","Light (optics)"
"181","Light Orchestral & Big Band Music"
"3296","Light Orchestral & Big Band Music"
"1664","Limnology (freshwater)"
"1511","Linear Programming"
"253","Linguistics"
"1970","Linux"
"1606","Lipids"
"280","Listening Skills"
"256","Literacy"
"788","Literacy Strategies"
"3333","Literacy Strategies"
"306","Literary Companions"
"290","Literary Essays"
"305","Literary Reference Works"
"297","Literary Studies: C 1500 To C 1800"
"298","Literary Studies: C 1800 To C 1900"
"296","Literary Studies: Classical, Early & Medieval"
"304","Literary Studies: Fiction, Novelists & Prose Writers"
"299","Literary Studies: From C 1900 -"
"295","Literary Studies: General"
"302","Literary Studies: Plays & Playwrights"
"301","Literary Studies: Poetry & Poets"
"300","Literary Studies: Post-colonial Literature"
"294","Literary Theory"
"293","Literature: History & Criticism"
"2817","Living & Working Abroad"
"1189","Local Government Law"
"2710","Local History"
"2709","Local History & Genealogy"
"1551","Low Temperature Physics"
"2066","Machine Learning"
"1958","Macintosh"
"1969","Macintosh OS"
"2000","Macintosh Programming"
"931","Macroeconomics"
"2745","Macroeconomics"
"2855","Magic, Spells & Alchemy"
"2469","Magnet Books"
"1576","Magnetic Resonance"
"1951","Mainframes & Minicomputers"
"2973","Maintenance & Repair"
"1959","Maintenance & Repairs"
"78","Man-made Objects Depicted In Art (cityscapes, Machines, Etc)"
"988","Management & Management Techniques"
"960","Management Accounting & Bookkeeping"
"990","Management Decision Making"
"1691","Management Of Land & Natural Resources"
"998","Management Of Real Estate, Property & Plant"
"994","Management Of Specific Areas"
"989","Management: Leadership & Motivation"
"1047","Manufacturing Industries"
"3050","Marathon & Cross-country Running"
"1646","Marine & Freshwater Mammals"
"1620","Marine Biology"
"1867","Marine Engineering"
"1851","Maritime / Nautical Trades"
"2667","Maritime History"
"1012","Market Research"
"845","Marxism & Communism"
"2790","Massage"
"636","Material Culture"
"1759","Materials Science"
"1357","Materno-fetal Medicine"
"1935","Mathematical & Statistical Software"
"1479","Mathematical Foundations"
"1480","Mathematical Logic"
"1514","Mathematical Modelling"
"1564","Mathematical Physics"
"2057","Mathematical Theory Of Computation"
"1477","Mathematics"
"2565","Mathematics & Numeracy"
"2058","Maths For Computer Scientists"
"1714","Maths For Engineers"
"1525","Maths For Scientists"
"1322","Maturation & Ageing"
"1755","Mechanical Engineering"
"1754","Mechanical Engineering & Materials"
"1764","Mechanics Of Fluids"
"1761","Mechanics Of Solids"
"640","Media Studies"
"1079","Media, Information & Communication Industries"
"1279","Medical"
"1258","Medical & Healthcare Law"
"1301","Medical Administration & Management"
"1650","Medical Anthropology"
"1455","Medical Charts, Colour Atlases"
"1443","Medical Counselling"
"1325","Medical Diagnosis"
"1284","Medical Equipment & Techniques"
"1282","Medical Ethics & Professional Conduct"
"1323","Medical Genetics"
"1384","Medical Imaging"
"1285","Medical Laboratory Testing & Techniques"
"1371","Medical Microbiology & Virology"
"1372","Medical Parasitology"
"1567","Medical Physics"
"1281","Medical Profession"
"1286","Medical Research"
"1452","Medical Revision Aids: MRCP"
"1453","Medical Revision Aids: MRCS"
"1304","Medical Sociology"
"1451","Medical Study & Revision Guides"
"1450","Medical Study & Revision Guides & Reference Material"
"1374","Medical Toxicology"
"1280","Medicine"
"1303","Medicolegal Issues"
"2703","Medieval European Archaeology"
"2656","Medieval History"
"233","Memoirs"
"919","Memorials & Rolls Of Honour"
"115","Memorials, Monuments"
"772","Memory"
"2814","Memory Improvement & Thinking Techniques"
"2774","Men's Health"
"1524","Mensuration & Systems Of Measurement"
"1259","Mental Health Law"
"1300","Mental Health Services"
"923","Mercenaries"
"1315","Metabolism"
"1746","Metals Technology / Metallurgy"
"1665","Meteorology & Climatology"
"3145","Methodist Churches"
"1613","Microbiology (non-medical)"
"933","Microeconomics"
"2747","Microeconomics"
"1796","Microprocessors"
"1529","Microscopy"
"1919","Microsoft Office"
"1997","Microsoft Programming"
"1963","Microsoft Windows"
"1929","Microsoft Word"
"1801","Microwave Technology"
"2647","Middle Eastern History"
"1433","Midwifery"
"661","Migration, Immigration & Emigration"
"2899","Militaria, Arms & Armour"
"1185","Military & Defence Law"
"914","Military & Naval Ships"
"901","Military Administration"
"915","Military Aircraft"
"1864","Military Engineering"
"344","Military Fiction"
"2679","Military History"
"2690","Military History: Post WW2 Conflicts"
"903","Military Intelligence"
"916","Military Life & Institutions"
"904","Military Tactics"
"912","Military Vehicles"
"926","Military Veterans"
"156","Mime"
"3271","Mime"
"2819","Mind, Body & Spirit"
"2840","Mind, Body, Spirit: Meditation & Visualisation"
"2820","Mind, Body, Spirit: Thought & Practice"
"1592","Mineralogy & Gems"
"1038","Mining Industry"
"1870","Mining Technology & Engineering"
"2452","Miscellaneous Items"
"1807","Mobile Phone Technology"
"1914","Mobile Phones: Consumer/user Guides"
"2658","Modern History To 20th Century: C 1700 To C 1900"
"1611","Molecular Biology"
"932","Monetary Economics"
"2746","Monetary Economics"
"2531","Money"
"2851","Monsters & Legendary Beings"
"785","Moral & Social Purpose Of Education"
"3330","Moral & Social Purpose Of Education"
"1449","Mortuary Practice"
"3070","Motor / Power Boating & Cruising"
"2969","Motor Cars"
"3061","Motor Rallying / Rally Driving"
"3058","Motor Sports"
"3062","Motorcycle Racing"
"2971","Motorcycles"
"1675","Mountains"
"791","Multicultural Education"
"3336","Multicultural Education"
"2608","Multiculturalism"
"3051","Multidiscipline Sports"
"1021","Multinationals"
"1340","Musculoskeletal Medicine"
"3107","Museum, Historic Sites, Gallery & Art Guides"
"398","Museums & Museology"
"165","Music"
"3280","Music"
"1082","Music Industry"
"212","Music Recording & Reproduction"
"3327","Music Recording & Reproduction"
"167","Music Reviews & Criticism"
"3282","Music Reviews & Criticism"
"169","Music: Styles & Genres"
"3284","Music: Styles & Genres"
"201","Musical Instruments & Instrumental Ensembles"
"3316","Musical Instruments & Instrumental Ensembles"
"199","Musical Scores, Lyrics & Libretti"
"3314","Musical Scores, Lyrics & Libretti"
"2555","Musical Story & Educational Books For Kids"
"187","Musicals"
"3302","Musicals"
"925","Mutiny"
"1621","Mycology, Fungi (non-medical)"
"2550","Mysteries & The Supernatural (Children's/YA)"
"2493","Mystery Books for Kids"
"3224","Mysticism"
"2853","Mysticism, Magic & Ritual"
"357","Myth & Legend Told As Fiction"
"1717","Nanotechnology"
"2683","Napoleonic Wars"
"2976","Narrowboats & Canals"
"2866","National & Regional Cuisine"
"2671","National Liberation & Independence, Post-colonialism"
"849","Nationalism"
"2937","Natural & Wild Gardening"
"1701","Natural Disasters"
"2985","Natural History Books"
"2522","Natural History Books for Children"
"2065","Natural Language & Machine Translation"
"3123","Nature & Existence Of God"
"1218","Nature Conservation Law"
"898","Naval Forces & Warfare"
"1850","Navigation & Seamanship"
"2944","Needlework & Fabric Crafts"
"1271","Negligence"
"1359","Neonatal Medicine"
"3037","Netball"
"1955","Network Hardware"
"2047","Network Management"
"2050","Network Security"
"2053","Networking Packages"
"2051","Networking Standards & Protocols"
"2067","Neural Networks & Fuzzy Systems"
"2815","Neuro Linguistic Programming (NLP)"
"1349","Neurology & Clinical Neurophysiology"
"1602","Neurosciences"
"1410","Neurosurgery"
"3151","New Testaments"
"1500","Non-Euclidean Geometry"
"2508","Non-Fiction"
"180","Non-Western Music: Traditional & Classical"
"3295","Non-Western Music: Traditional & Classical"
"2732","Non-Western Philosophy"
"2890","Non-alcoholic Beverages"
"1769","Non-destructive Testing"
"886","Non-governmental Organizations (NGOs)"
"51","Non-graphic Art Forms"
"1516","Non-linear Science"
"1027","Non-profitmaking Organizations"
"804","Non-teaching & Support Staff"
"3349","Non-teaching & Support Staff"
"2518","Nonfiction History Books for Kids"
"2711","Nostalgia: General"
"2466","Novelty Books"
"1586","Nuclear Chemistry, Photochemistry & Radiation"
"1700","Nuclear Issues"
"1386","Nuclear Magnetic Resonance (NMR / MRI)"
"1383","Nuclear Medicine"
"1782","Nuclear Power & Engineering"
"1043","Nuclear Power Industries"
"1559","Nuclear Structure Physics"
"911","Nuclear Weapons"
"73","Nudes Depicted In Art"
"1482","Number Systems"
"1486","Number Theory"
"2476","Numbers & Counting"
"789","Numeracy Strategies"
"3334","Numeracy Strategies"
"1496","Numerical Analysis"
"2829","Numerology"
"1420","Nurse/patient Relationship"
"1417","Nursing"
"1416","Nursing & Ancillary Services"
"1418","Nursing Fundamentals & Skills"
"1432","Nursing Management & Leadership"
"1429","Nursing Pharmacology"
"1419","Nursing Research & Theory"
"1430","Nursing Sociology"
"1421","Nursing Specialties"
"1398","Obesity: Treatment & Therapy"
"2010","Object Oriented Software Engineering"
"1996","Object-oriented Programming (OOP)"
"3241","Occult Studies"
"764","Occupational & Industrial Psychology"
"1096","Occupational / Industrial Health & Safety"
"1207","Occupational Health & Safety Law"
"1393","Occupational Medicine"
"1441","Occupational Therapy"
"1663","Oceanography (seas)"
"1198","Offences Against Public Health, Safety, Order"
"1192","Offences Against The Government"
"1193","Offences Against The Person"
"746","Offenders"
"1028","Office & Workplace"
"1029","Office Management"
"1030","Office Systems & Equipment"
"1868","Offshore Engineering"
"45","Oils"
"3150","Old Testaments"
"3015","Olympic Games"
"1334","Oncology"
"1907","Online Finance & Investing"
"1904","Online Shopping & Auctions"
"820","Open Learning, Home Learning, Distance Education"
"3365","Open Learning, Home Learning, Distance Education"
"178","Opera"
"3293","Opera"
"1962","Operating Systems"
"1015","Operational Research"
"1352","Ophthalmology"
"2478","Opposites"
"1509","Optimization"
"1439","Optometry / Opticians"
"1367","Oral & Maxillofacial Surgery"
"2664","Oral History"
"1865","Ordnance, Weapons Technology"
"1579","Organic Chemistry"
"1881","Organic Farming"
"2935","Organic Gardening"
"796","Organization & Management Of Education"
"3341","Organization & Management Of Education"
"1016","Organizational Theory & Behaviour"
"743","Organized Crime"
"1580","Organometallic Chemistry"
"2734","Oriental & Indian Philosophy"
"12","Oriental Art"
"3078","Oriental Martial Arts"
"2962","Origami & Paper Engineering"
"3140","Orthodox & Oriental Churches"
"1414","Orthopaedics & Fractures"
"1362","Other Branches Of Medicine"
"1747","Other Manufacturing Technologies"
"3203","Other Non-Christian Religions"
"3148","Other Nonconformist & Evangelical Churches"
"155","Other Performing Arts"
"3270","Other Performing Arts"
"1855","Other Technologies & Applied Sciences"
"1871","Other Vocational Technologies & Trades"
"920","Other Warfare & Defence Issues"
"1350","Otorhinolaryngology (ENT)"
"3097","Outdoor Survival Skills"
"1017","Ownership & Organization Of Enterprises"
"1957","PCs (IBM-compatible Personal Computers)"
"2002","PDA / Handheld Programming"
"1910","PDAs & Other Handheld Devices: Consumer/user Guides"
"2568","PSHE"
"1358","Paediatric Medicine"
"1424","Paediatric Nursing"
"162","Pageants, Parades, Festivals"
"3277","Pageants, Parades, Festivals"
"1364","Pain & Pain Management"
"2943","Painting & Art Manuals"
"43","Paintings"
"118","Palaces, Chateaux, Country Houses"
"265","Palaeography (history Of Writing)"
"1666","Palaeontology"
"1365","Palliative Medicine"
"2828","Palmistry, Phrenology & Physiognomy"
"2062","Parallel Processing"
"782","Parapsychological Studies"
"1615","Parasitology (non-medical)"
"1187","Parliamentary & Legislative Practice"
"2983","Parodies & Spoofs"
"1560","Particle & High-energy Physics"
"2915","Parties, Etiquette & Entertaining"
"1169","Partnership Law"
"1240","Patents Law"
"1368","Pathology"
"2068","Pattern Recognition"
"413","Peace Studies & Conflict Resolution"
"2720","Peace Studies & Conflict Resolution"
"908","Peacekeeping Operations"
"744","Penology & Punishment"
"974","Pensions"
"1235","Pensions Law"
"3146","Pentecostal Churches"
"2521","People & Places"
"774","Perception"
"205","Percussion Instruments"
"3320","Percussion Instruments"
"56","Performance Art"
"1415","Peri-operative Care"
"1291","Personal & Public Health"
"3173","Personal Christian Testimony & Popular Inspirational Works"
"1956","Personal Computers"
"2802","Personal Development"
"2803","Personal Finance"
"1251","Personal Property Law"
"996","Personnel & Human Resources Management"
"1891","Pest Control"
"1044","Petroleum & Oil Industries"
"1780","Petroleum Technology"
"1658","Petrology"
"2524","Pets"
"1055","Pharmaceutical Industries"
"1741","Pharmaceutical Technology"
"1373","Pharmacology"
"1438","Pharmacy / Dispensing"
"2729","Phenomenology & Existentialism"
"2722","Philosophy"
"784","Philosophy & Theory Of Education"
"3329","Philosophy & Theory Of Education"
"254","Philosophy Of Language"
"1478","Philosophy Of Mathematics"
"2738","Philosophy Of Mind"
"3122","Philosophy Of Religion"
"1521","Philosophy Of Science"
"2739","Philosophy: Aesthetics"
"2736","Philosophy: Epistemology & Theory Of Knowledge"
"2737","Philosophy: Logic"
"2735","Philosophy: Metaphysics & Ontology"
"263","Phonetics, Phonology"
"1947","Photo & Image Editing"
"2712","Photographic"
"87","Photographic Equipment & Techniques"
"85","Photographic Reportage"
"83","Photographs: Collections"
"84","Photographs: Portraits"
"81","Photography"
"1627","Phycology, Algae & Lichens"
"720","Physical Anthropology & Ethnography"
"1582","Physical Chemistry"
"2586","Physical Education & Dance"
"1668","Physical Geography & Topography"
"1541","Physics Books"
"2580","Physics Books for Kids"
"1553","Physics Of Gases"
"767","Physiological & Neuro-psychology, Biopsychology"
"1312","Physiology"
"1440","Physiotherapy"
"2456","Picture & Activity Books"
"2457","Picture Books"
"2591","Picture Dictionaries"
"2957","Picture Framing"
"1732","Pigments, Dyestuffs & Paint Technology"
"387","Place Names & Gazetteers"
"3115","Places & Peoples: Pictorial Works"
"1221","Planning Law"
"1626","Plant Ecology"
"1625","Plant Pathology & Diseases"
"1623","Plant Physiology"
"1624","Plant Reproduction & Propagation"
"1554","Plasma Physics"
"1411","Plastic & Reconstructive Surgery"
"1735","Plastics & Polymers Technology"
"2514","Plays"
"287","Plays, Playscripts"
"1831","Plumbing"
"283","Poetry & Drama"
"286","Poetry Anthologies (various Poets)"
"284","Poetry Books"
"2487","Poetry Books for Kids"
"285","Poetry By Individual Poets"
"733","Police & Security Services"
"1204","Police Procedures"
"341","Political & Legal"
"2622","Political & Legal"
"883","Political Activism"
"889","Political Assassinations"
"880","Political Campaigning & Advertising"
"873","Political Control & Freedoms"
"659","Political Correctness"
"893","Political Corruption"
"949","Political Economy"
"2763","Political Economy"
"1678","Political Geography"
"843","Political Ideologies"
"855","Political Leaders & Leadership"
"882","Political Oppression & Persecution"
"858","Political Parties"
"841","Political Science & Theory"
